NationalID,Gender,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,Birthday,CCType,CCNumber,CCExpires
630-16-1560,male,Francis,B,Acosta,4848 Smithfield Avenue,Lubbock,TX,79414,5/7/1981,Visa,4556195269140131,1/2013
532-28-3594,female,Karen,D,Hicks,1851 Sun Valley Road,Yakima,WA,98908,7/6/1955,MasterCard,5455465900683479,2/2012
343-42-3361,male,Ira,E,Quezada,2673 Carter Street,Seymour,IL,47274,12/18/1951,Visa,4929694015637051,6/2014
519-78-2901,male,Anthony,E,Green,228 Maple Avenue,Coeur D Alene,ID,83814,6/5/1965,MasterCard,5391902908284923,9/2012
361-16-1745,male,Paul,J,Taylor,565 Millbrook Road,Burr Ridge,IL,61257,12/12/1926,MasterCard,5224493608965675,11/2014
574-42-2151,female,Mary,T,McClelland,735 Kidd Avenue,Hoonah,AK,99829,12/1/1966,Visa,4485159065455719,4/2012
696-03-3166,male,James,I,Heinemann,4634 Meadowview Drive,Roanoke,VA,24011,3/20/1946,MasterCard,5185376373831320,7/2013
510-17-3527,male,James,A,Davison,3081 Oliverio Drive,Mcpherson,KS,67460,12/20/1970,MasterCard,5543855458172475,8/2012
546-27-7152,female,Kittie,L,Brown,334 Alexander Avenue,San Francisco,CA,94107,2/8/1966,Visa,4929402158572196,4/2011
565-83-3387,male,Ruben,S,Loucks,3649 Locust View Drive,Novato,CA,94949,11/3/1977,MasterCard,5495064319066558,4/2011
407-30-1282,male,Fernando,R,Hewitt,680 May Street,Olive Hill,KY,41164,2/11/1938,Visa,4716747169592717,12/2011
504-92-0646,male,Jacob,S,Phillips,4705 Ryan Road,Long Lake,SD,57457,8/22/1929,MasterCard,5385141199705027,9/2015
075-94-6546,male,Louis,M,McBroom,924 Pride Avenue,New York,NY,10017,8/12/1942,Visa,4539414916927622,1/2013
771-09-8647,male,Robert,K,Quach,2772 Star Trek Drive,Tallahassee,FL,32303,10/25/1974,Visa,4532729075780398,6/2014
282-82-0319,female,Linda,T,Carr,4376 Palmer Road,Westerville,OH,43081,7/13/1960,MasterCard,5126755499105648,2/2012
250-99-9587,female,Helen,H,McMurry,4290 Marion Street,Columbia,SC,29201,4/4/1969,MasterCard,5136198714559232,5/2015
561-86-6111,female,Pamela,S,Glick,432 Quiet Valley Lane,Los Angeles,CA,90017,10/18/1941,MasterCard,5584350182740532,5/2014
530-59-5144,male,Andrew,K,Martz,1650 Sunrise Road,Las Vegas,NV,89109,9/4/1986,Visa,4916281319752086,7/2015
591-95-1523,female,Helen,W,House,154 Marigold Lane,Miami,FL,33128,7/4/1992,MasterCard,5328221667906404,7/2011
618-52-6438,male,Clark,L,Bowden,98 Cemetery Street,Salinas,CA,93901,12/22/1979,MasterCard,5214526843107082,8/2015
770-36-2071,female,Karen,M,Ford,3327 Everette Alley,Miami,FL,33169,4/4/1984,MasterCard,5102056805051941,10/2012
263-88-3836,male,Andre,L,Johnson,1731 Marigold Lane,North Dade,FL,33180,8/12/1966,MasterCard,5357064694769567,11/2013
239-06-5571,female,Kimberly,A,Ferguson,2740 Kooter Lane,Charlotte,NC,28210,10/7/1929,MasterCard,5337260980456142,1/2013
179-82-9747,male,Donald,D,Tran,484 Wakefield Street,Lansdale,PA,19446,10/27/1978,Visa,4929816207741082,12/2014
503-54-7082,female,Elaine,R,Brown,1160 Andy Street,Seneca,SD,57473,12/17/1947,Visa,4916694257224993,7/2012
092-10-1028,female,Gertrude,G,Conaway,117 Gandy Street,Syracuse,NY,13202,1/22/1987,Visa,4556862760590482,9/2012
640-98-8255,female,Martha,S,Poulin,1667 Brooke Street,Houston,TX,77006,4/28/1974,Visa,4556535400811233,8/2013
111-09-6607,male,Ray,R,Guerra,3743 Nuzum Court,Buffalo,NY,14202,9/16/1984,Visa,4716197962009669,4/2014
040-24-3859,male,William,S,Young,2073 Cook Hill Road,Stamford,CT,06901,10/7/1939,MasterCard,5301930721037474,11/2011
772-03-1986,female,Kimberly,H,Goodson,2312 Rinehart Road,Miami,FL,33179,10/31/1945,MasterCard,5148940262047532,2/2012
023-58-6063,male,Tomas,W,Johnson,1873 Valley View Drive,Boston,MA,02110,7/17/1956,MasterCard,5403550578693224,5/2014
643-36-7017,male,Charles,S,Mathis,807 Fancher Drive,Cleburne,TX,76031,7/24/1940,MasterCard,5188181456845537,11/2015
005-64-9172,male,Jason,J,Stafford,803 Retreat Avenue,Frenchboro,ME,04635,7/12/1969,MasterCard,5221779494348353,12/2012
382-64-7395,male,David,C,Finn,707 Garrett Street,Grand Rapids,MI,49503,12/30/1978,MasterCard,5481548370402229,11/2013
299-92-6802,male,George,C,Dunn,1798 Bates Brothers Road,Columbus,OH,43204,9/10/1969,MasterCard,5469104846774902,10/2013
295-92-4480,female,Patricia,C,Alvarado,2012 Bingamon Road,Warrensville Heights,OH,44128,3/7/1989,Visa,4532647591180614,5/2015
691-03-7348,female,Patricia,K,Chapel,3939 Tenmile,Newport News,VA,23602,3/4/1952,Visa,4556008213517975,8/2013
486-52-2028,female,Leah,R,Woodard,4934 Traders Alley,Kansas City,MO,64106,8/1/1954,MasterCard,5512034048759954,8/2011
015-60-9762,male,Vincent,F,Smith,1845 Trouser Leg Road,Agawam,MA,01001,7/26/1960,Visa,4929575290232249,3/2012
572-42-2294,male,Joseph,J,Martinez,1283 Euclid Avenue,Santa Maria,CA,93458,4/17/1981,MasterCard,5323804864890508,12/2014
226-91-3586,male,Boyd,J,Leibowitz,2493 Coulter Lane,Richmond,VA,23219,4/22/1954,MasterCard,5478973249526294,4/2013
557-69-0331,male,Michael,C,Barber,4775 Woodland Terrace,Sacramento,CA,95821,3/22/1942,MasterCard,5535171050223462,10/2015
222-76-4044,male,Hugh,S,Griffie,1472 Callison Lane,Wilmington,DE,19801,5/17/1937,Visa,4916996777270251,5/2013
377-17-0591,male,Leslie,L,Griffin,1022 Hayhurst Lane,Troy,MI,48083,12/14/1951,Visa,4929402301444673,5/2015
532-72-0923,male,Scott,J,Elliott,3469 Union Street,Bainbridge Island,WA,98110,3/16/1940,Visa,4485422227247923,1/2012
626-19-9755,female,Kathleen,C,Goode,4685 Hill Croft Farm Road,Williams,CA,95987,2/26/1940,MasterCard,5599053353651651,5/2011
543-68-0075,male,John,K,Heavener,1803 Gateway Road,Portland,OR,97212,3/17/1955,MasterCard,5314741192373362,1/2014
636-74-1553,female,Irene,B,Montiel,4895 Candlelight Drive,Houston,TX,77024,9/16/1943,MasterCard,5408133092467543,9/2011
461-83-3683,male,Gary,W,Thompson,3136 Seth Street,Abilene,TX,79601,9/23/1958,MasterCard,5448119328854002,6/2014
483-24-9259,male,Christopher,E,Hall,2747 Morningview Lane,Latimer,IA,50452,7/4/1977,MasterCard,5141172412087518,11/2014
462-20-2541,male,Jerry,T,Field,4220 Boone Street,Victoria,TX,77901,6/1/1975,MasterCard,5133156454961730,3/2015
685-09-6247,male,Joseph,R,Williams,175 Stratford Court,Knightdale,NC,27545,5/24/1955,MasterCard,5291389547911002,3/2014
286-84-7304,male,Mark,G,Ramirez,348 James Martin Circle,Columbus,OH,43215,8/28/1969,Visa,4929243369601196,8/2015
034-14-0211,female,Teresa,J,Davis,2230 Joanne Lane,Westborough,MA,01581,10/22/1933,Visa,4532169984544215,2/2011
447-34-7275,female,Estella,V,Brown,3786 Bridge Street,Clayton,OK,74536,8/5/1963,Visa,4485488684379558,8/2011
417-33-0659,male,Charles,D,Kauffman,3034 Maple Lane,Birmingham,AL,35203,2/3/1956,MasterCard,5295318172153081,10/2012
323-54-0055,female,Ernestine,A,Milan,3586 Ross Street,East Saint Louis,IL,62203,5/14/1927,Visa,4916108798050395,1/2014
770-48-1056,female,Becky,E,McMillan,4997 Barnes Street,Orlando,FL,32805,10/26/1927,Visa,4556739493277282,1/2013
094-76-6376,female,Leanne,H,Jackson,2793 Cantebury Drive,New York,NY,10013,5/11/1940,Visa,4916474092806209,8/2013
410-57-1235,female,Hope,T,Bischof,863 Arlington Avenue,Maryville,TN,37801,10/16/1948,MasterCard,5229582616119492,3/2012
469-36-2839,female,Mary,J,Geary,2339 Lodgeville Road,Minneapolis,MN,55415,7/25/1989,Visa,4539140348738598,7/2014
108-30-2646,male,Herbert,J,McCumber,3776 Bottom Lane,Grand Island,NY,14072,5/8/1971,MasterCard,5233583522000655,2/2015
125-14-8124,female,Linda,T,Lee,864 Dancing Dove Lane,New York,NY,10004,3/13/1977,Visa,4929003930723501,10/2011
450-80-4766,female,Mary,J,Boatman,1610 Beeghley Street,Lakeside Village,TX,76062,3/18/1926,Visa,4716209622032914,9/2015
648-18-2615,female,Robbie,R,Butts,3538 Reel Avenue,Farmington,NM,87401,12/21/1929,Visa,4485135890971468,1/2011
037-18-3468,female,Maria,B,Robinson,2853 Melm Street,East Providence,RI,02914,2/2/1957,Visa,4916425984678783,10/2014
443-04-9510,female,Carmen,M,Larson,3704 Hornor Avenue,Elgin,OK,67361,1/30/1951,Visa,4556810172054803,6/2012
441-13-7530,female,Kimberly,K,Rucker,1059 Bridge Street,Hominy,OK,74035,9/18/1973,MasterCard,5320901303285234,6/2011
020-16-5145,male,John,P,Vick,667 Lyon Avenue,Worcester,MA,01608,2/5/1968,Visa,4556903531712136,6/2013
414-96-8385,female,Arielle,A,Perez,3977 Glory Road,Nashville,TN,37201,12/8/1976,Visa,4539667497329951,9/2012
427-60-9428,female,Carol,K,Jacoby,2932 Walnut Street,Vicksburg,MS,39180,4/6/1931,Visa,4539659841352532,4/2011
069-22-9042,male,Joseph,B,Shook,2389 Bell Street,New York,NY,10018,3/8/1952,MasterCard,5365313670142376,9/2014
499-18-5444,female,Sheryl,G,White,2785 Big Elm,Kansas City,MO,64106,2/2/1965,Visa,4916726053166638,4/2013
345-44-3345,male,Bobby,J,McDonell,1367 Spring Street,Mount Sterling,IL,62353,2/6/1956,MasterCard,5261846944155794,4/2011
772-32-5516,male,Calvin,T,Williams,1301 Wilkinson Court,Fort Myers,FL,33912,2/21/1970,MasterCard,5510654951107750,8/2011
371-58-2117,female,Jean,S,Campbell,856 Haven Lane,East Lansing,MI,48823,12/27/1943,Visa,4916249956087058,2/2012
451-76-8834,male,Adolph,L,Burke,244 Jones Street,Fort Worth,TX,76112,4/9/1990,MasterCard,5387683853971997,10/2013
494-64-8707,male,Alvin,C,Sexton,4602 Oak Ridge Drive,Saint Louis,MO,63101,8/17/1955,Visa,4929016416611693,11/2015
549-41-0461,male,Darrel,S,Camper,2326 Creekside Lane,Lompoc,CA,93436,12/2/1955,Visa,4556354684826168,8/2015
427-45-3254,female,Alison,S,Nowell,783 Mcwhorter Road,Jackson,MS,39201,12/24/1987,Visa,4485128777102901,7/2012
607-32-1644,female,Margaret,W,Ortiz,3510 Locust Court,Los Angeles,CA,90014,7/7/1938,Visa,4556759377236824,10/2012
058-80-5681,female,Christy,F,Collins,2353 Lake Forest Drive,White Plains,NY,10601,1/12/1988,MasterCard,5115193772818617,6/2014
385-86-2888,male,Kenneth,K,Lara,1595 Nash Street,Southfield,MI,48075,7/21/1952,Visa,4556247051705124,9/2015
321-56-2560,male,Paul,C,Allen,2125 Isaacs Creek Road,New Berlin,IL,62670,2/6/1988,MasterCard,5160086704542491,8/2015
365-34-1186,female,Mary,J,Jackson,2476 Tennessee Avenue,Flint,MI,48548,12/23/1958,Visa,4556120853884373,3/2015
028-40-4740,female,Jo,C,Russell,4390 Frank Avenue,Springfield,MA,01109,5/6/1977,Visa,4929720611782437,12/2015
084-70-6132,male,Jorge,O,Chapman,4476 Golden Ridge Road,North Greenbush,NY,12144,7/26/1969,MasterCard,5280506901391868,7/2013
471-58-2623,male,Benjamin,J,Jensen,2381 Ferrell Street,Argyle,MN,56713,11/2/1960,MasterCard,5399186956196252,2/2014
660-12-0437,female,Natasha,C,Wilkerson,994 Shadowmar Drive,Metairie,LA,70001,9/5/1948,Visa,4716742861867194,1/2015
455-20-8014,male,Patrick,D,Russell,2141 Lunetta Street,Wichita Falls,TX,75763,12/2/1938,Visa,4539429800707815,10/2015
545-79-2985,female,Casey,K,Parker,4714 Wolf Pen Road,Palo Alto,CA,94306,4/10/1943,Visa,4929619799774655,2/2011
544-30-1588,female,Bettye,J,Williams,3988 Seneca Drive,Woodburn,OR,97071,1/31/1941,Visa,4485490902426740,3/2015
338-38-0796,male,Paul,V,Sanderson,1979 University Hill Road,Champaign,IL,61820,8/16/1936,Visa,4929061156158547,2/2012
372-32-8326,female,Mary,H,Wilkerson,4933 Front Street,Detroit,MI,48226,5/31/1981,Visa,4532642254551557,10/2014
670-03-6325,male,Christopher,M,Corley,4579 Smith Road,Snellville,GA,30278,10/15/1977,MasterCard,5345362986236831,12/2014
442-64-1560,female,Julie,C,Brantner,2072 Bridge Street,Tulsa,OK,74120,5/30/1977,MasterCard,5324701404479041,9/2014
001-30-9011,male,Jason,M,McCafferty,4908 Peck Street,Salem,NH,03079,3/23/1965,MasterCard,5250845856743095,6/2013
593-71-0710,male,Alexander,L,McKnight,4103 Star Trek Drive,Pensacola,FL,32501,9/5/1933,MasterCard,5539809341347865,5/2015
233-29-0547,male,Max,C,Bissell,4738 Columbia Mine Road,Fayetteville,WV,25840,10/26/1959,MasterCard,5249820768343387,12/2012
594-73-4884,female,Sarah,L,Burns,642 Trails End Road,Fort Lauderdale,FL,33308,10/20/1987,MasterCard,5421347458412744,1/2011
028-10-4919,male,Mark,W,Martinez,2060 Leverton Cove Road,Springfield,MA,01103,9/27/1988,MasterCard,5349298652198812,4/2011
494-36-7735,female,Vera,J,Evans,1935 Bruce Street,Stlouis,MO,63101,7/12/1967,MasterCard,5252014704392831,10/2013
543-42-9339,female,Doris,C,Bocanegra,570 Gateway Road,Portland,OR,97214,5/17/1970,Visa,4485970031649510,5/2011
001-14-5823,male,Ernest,C,Cruz,1570 Grasselli Street,Marlow,NH,03456,5/22/1959,MasterCard,5497837989343896,11/2012
473-41-8983,male,Marvin,F,Johnson,3080 Sycamore Fork Road,Watertown,MN,55388,1/21/1947,MasterCard,5590891002611934,8/2015
520-42-0134,male,Edward,D,Garrett,3063 Archwood Avenue,Mountain View,WY,82939,5/6/1950,MasterCard,5303095924397931,5/2013
142-10-7752,female,Janell,B,Gibson,3912 Desert Broom Court,Rutherford,NJ,07070,2/26/1982,MasterCard,5461928651360292,3/2014
357-26-6445,male,Kenneth,S,Morrell,474 Patterson Fork Road,Chicago,IL,60606,4/2/1926,MasterCard,5361045998342890,5/2012
323-96-3054,female,Mary,D,Cole,18 Braxton Street,Chicago,IL,60606,4/30/1929,MasterCard,5508072090647301,3/2011
155-04-5205,female,Shirley,T,Adamo,2804 Lake Road,Camden,NJ,08104,10/19/1981,Visa,4716831078359960,12/2015
233-46-9070,female,Otilia,M,Hankins,1738 Froe Street,Charleston,WV,25301,3/4/1937,MasterCard,5150618249511169,10/2015
073-78-1061,male,Leroy,M,Quiroz,1286 James Street,Holley,NY,14470,3/13/1948,MasterCard,5158041126437923,9/2013
411-15-5723,female,Shemika,E,Keener,3266 Gladwell Street,Memphis,TN,38117,7/4/1961,MasterCard,5577538287522370,10/2015
531-56-0406,male,Jonathan,G,Moore,1083 Calico Drive,Spokane,WA,99201,11/4/1937,Visa,4556923424621558,12/2015
423-86-9116,male,Matthew,M,Nall,4782 New Creek Road,Fort Payne,AL,35967,4/19/1977,Visa,4916824596963262,5/2015
500-72-1228,male,Patrick,D,Dias,2994 Oak Ridge Drive,Saint Louis,MO,63101,5/29/1987,Visa,4532015515972328,9/2013
314-28-3694,male,Michael,G,Johnson,1649 Davisson Street,Lafayette,IN,47901,2/11/1981,Visa,4929182048968958,5/2012
578-06-3971,male,Jaime,P,Jackson,555 Massachusetts Avenue,Washington,DC,20200,4/18/1962,Visa,4539134000627991,8/2012
511-15-6493,male,John,L,Benn,1249 Dog Hill Lane,Overbrook,KS,66524,4/11/1945,MasterCard,5116091168877289,5/2013
440-30-3669,male,Eric,R,Sievers,1245 Late Avenue,Ponca City,OK,74601,2/16/1934,Visa,4532539140694486,9/2014
212-44-9433,male,William,E,Barnard,3003 Cambridge Place,Laurel,MD,20707,5/27/1989,Visa,4539744420049251,8/2015
316-58-1715,female,Jamie,T,Press,1313 Lucy Lane,Evansville,IN,47708,3/9/1986,Visa,4929500975853622,5/2013
081-72-7451,female,Nathalie,J,Eno,406 Church Street,New York,NY,10013,5/20/1942,MasterCard,5205683368311242,7/2011
665-10-6712,male,Myles,L,Rios,4450 Hillside Drive,Lafayette,LA,70501,5/4/1942,Visa,4556932210783613,12/2014
631-34-8536,female,Karen,L,Rogers,3361 Jerome Avenue,Harlingen,TX,78550,3/2/1947,MasterCard,5431351096919621,9/2012
652-10-9871,female,Maria,H,Ellis,3182 Snider Street,Englewood,CO,80112,12/5/1967,MasterCard,5583287231723229,6/2011
470-17-1244,female,Vivian,E,Lennon,3673 Lost Creek Road,Minneapolis,MN,55401,10/4/1974,Visa,4485827320462650,10/2011
348-03-1635,female,Josephine,T,Borders,3628 Isaacs Creek Road,Decatur,IL,62522,2/7/1952,MasterCard,5199945312627793,9/2012
529-10-6393,female,Lacy,L,Bell,1300 Lang Avenue,Flattop Butte,UT,84052,3/11/1933,Visa,4485390050899435,5/2014
485-88-5903,male,Santiago,L,Parker,2525 Hazelwood Avenue,Des Moines,IA,50315,8/1/1957,Visa,4532815938781267,7/2015
451-82-5618,female,Vanessa,D,Gongora,1025 Patterson Street,Houston,TX,77002,12/24/1958,MasterCard,5290377874931728,2/2015
621-22-6897,male,Richard,P,Jackson,1282 Sumner Street,Rancho Dominguez,CA,90220,3/25/1959,Visa,4556058628713180,11/2013
364-16-4288,female,Dana,T,Carranza,2277 Twin Oaks Drive,Grand Rapids,MI,49503,3/3/1987,MasterCard,5485706639640833,10/2015
230-86-9540,female,Cynthia,J,Cross,290 Perine Street,Leesburg,VA,22075,5/21/1948,Visa,4716148627626405,3/2014
372-04-9452,female,Donna,E,Bray,3728 West Street,Grand Rapids,MI,49503,6/9/1977,Visa,4539959742518961,1/2014
613-09-9812,male,Jack,A,Valley,4827 Brown Bear Drive,Riverside,CA,92503,4/25/1989,Visa,4556861480383152,3/2011
772-05-0372,female,Karen,C,Schaffner,4487 Arbutus Drive,Miami,FL,33012,1/18/1960,Visa,4532972857625999,11/2015
601-98-0656,female,India,C,Sauer,3455 Polk Street,Tucson,AZ,85701,2/6/1985,Visa,4716228291422941,1/2015
045-30-7699,female,Aracely,W,Knudsen,3176 Maxwell Street,Hartford,CT,06103,9/24/1950,Visa,4716748183493387,10/2015
503-08-7393,male,Henry,D,Beason,1038 Leroy Lane,Harrold,SD,57536,4/20/1984,MasterCard,5114157696641414,7/2013
689-07-9292,male,Albert,J,Moore,689 Patton Lane,Fremont,NC,27830,6/30/1988,MasterCard,5564535257384893,1/2011
448-02-4076,male,Jerome,I,Bailey,4726 Ruckman Road,Oklahoma City,OK,73008,8/28/1967,Visa,4916910489246251,2/2014
540-22-7159,male,Lincoln,M,James,3510 Center Street,Albany,OR,97321,12/29/1972,MasterCard,5171603552641527,2/2013
217-15-7945,male,Robert,M,Styles,2932 Bobcat Drive,Washington,MD,20008,12/4/1952,MasterCard,5353393297220734,5/2012
321-72-7790,male,Loren,M,Parmley,2975 Vine Street,Wheeling,IL,60090,3/17/1944,MasterCard,5249428367100966,12/2014
238-89-5810,female,Linda,J,Ortiz,824 Red Dog Road,Charlotte,NC,28202,12/29/1992,Visa,4539772375444367,5/2012
569-82-4031,female,Bianca,R,Bunch,4360 Norman Street,Santa Fe Springs,CA,90670,11/21/1944,Visa,4716580413666668,8/2015
495-68-8411,female,Rosella,F,Perea,3733 Traders Alley,Kansas City,MO,64105,7/30/1969,Visa,4929593246645810,10/2014
610-76-3921,male,Michael,M,Jones,2156 Center Avenue,Fresno,CA,93702,5/13/1928,MasterCard,5413041918740279,3/2015
553-89-1098,male,Ralph,J,Bissonette,72 Oakway Lane,Woodland Hills,CA,91303,4/26/1983,Visa,4539695736602185,6/2014
432-38-4331,male,Andrew,T,Sanchez,1047 Green Hill Road,Springdale,AR,72764,5/3/1984,MasterCard,5499379440070329,12/2011
047-06-3136,male,Howard,D,Bohannan,3235 Cook Hill Road,Trumbull,CT,06611,11/24/1955,MasterCard,5238689699114651,3/2013
658-16-6023,female,Roberta,J,Tidwell,1360 Brown Avenue,Salem,SC,29676,11/16/1977,Visa,4716745768872514,2/2011
683-09-7378,male,James,B,Caballero,2841 Red Dog Road,Charlotte,NC,28208,2/7/1951,Visa,4716069010037549,6/2014
205-10-6885,male,Carson,C,Wall,2556 Simpson Avenue,Lancaster,PA,17670,12/4/1940,MasterCard,5190145387845433,9/2013
691-01-6286,male,Bradley,C,Marrufo,540 Fleming Way,Richmond,VA,23228,9/2/1972,Visa,4716621734705502,11/2011
347-42-0567,female,Deborah,J,McLean,1326 Vesta Drive,Chicago,IL,60637,8/13/1944,Visa,4916349670851753,3/2013
263-66-3084,female,Jenny,E,Cohen,1323 Bagwell Avenue,Citra,FL,32113,12/28/1954,Visa,4929536377588259,12/2012
457-07-9500,female,Amanda,J,Williams,1725 Stoney Lane,Irving,TX,75039,12/29/1939,Visa,4916916860394578,3/2015
486-09-7915,female,Ana,J,McCray,726 John Daniel Drive,Rocheport,MO,65279,3/17/1940,Visa,4556680863064761,7/2015
521-15-1519,male,Micheal,V,Myrick,332 Stark Hollow Road,Nucla,CO,81424,11/12/1958,Visa,4916499824543135,10/2012
220-46-8445,female,Leslie,S,White,1839 Harron Drive,Baltimore,MD,21201,10/10/1966,MasterCard,5488451743294212,9/2015
176-60-5942,female,Rebecca,R,Kirschner,621 Stutler Lane,Emporium,PA,15834,1/26/1990,MasterCard,5226218889979964,11/2011
553-23-2676,female,Norma,J,Taylor,262 Locust View Drive,San Francisco,CA,94107,10/15/1940,Visa,4532621992625972,2/2015
406-08-2508,female,Cora,T,Rodriguez,2144 Harper Street,Burkesville,KY,42717,10/8/1944,MasterCard,5175942908053110,12/2012
656-10-3309,male,Jared,C,Garcia,3486 Emily Drive,Columbia,SC,29201,7/10/1950,Visa,4556508820419036,1/2014
622-46-8127,female,Renee,S,Barney,1778 Ventura Drive,Santa Cruz,CA,95062,8/12/1975,MasterCard,5217868733162455,3/2013
615-70-0495,female,Denise,J,Rico,1593 Heritage Road,Fresno,CA,93706,4/25/1941,MasterCard,5250417048259123,12/2013
360-90-6692,male,William,B,Gutierrez,1485 University Hill Road,Ivesdale,IL,61851,12/19/1976,Visa,4716899856031911,5/2014
476-27-9105,male,Charles,M,Stidham,4972 Lodgeville Road,Minneapolis,MN,55402,3/1/1926,Visa,4539368934750277,12/2011
593-55-8323,female,Brenda,J,Ward,4556 Oakdale Avenue,Avon Park,FL,33825,10/3/1944,MasterCard,5384994490542171,7/2015
365-92-5303,male,James,M,Antunez,2784 Pinewood Avenue,Escanaba,MI,49829,4/23/1983,MasterCard,5382844600396541,9/2013
533-12-6716,male,Doug,L,Smith,1145 Stockert Hollow Road,Tukwila,WA,98168,4/15/1976,Visa,4532479337474915,2/2015
344-24-9894,female,Bobbie,E,Wright,3917 Oakmound Drive,Hickory Hills,IL,60457,5/19/1986,MasterCard,5581926403389168,5/2014
029-78-6188,male,Andre,G,Greene,469 Stadium Drive,Framingham,MA,01701,7/13/1957,Visa,4716404290247163,7/2011
385-12-0797,female,Debra,M,Jeffries,4824 Mount Street,Durand,MI,48429,7/8/1947,MasterCard,5512308643104307,2/2013
522-56-6003,male,Alejandro,L,Arriaga,4917 Sweetwood Drive,Boulder,CO,80302,9/23/1952,Visa,4929590150541746,4/2013
048-74-9163,female,Lula,J,Deleon,2737 Whitman Court,Waterbury,CT,06702,7/4/1972,Visa,4556974522391321,7/2014
456-68-2651,male,Pablo,A,Pulaski,2712 Beeghley Street,Waco,TX,76706,7/4/1935,Visa,4716792427827257,2/2015
012-12-1346,male,Owen,R,Morris,1404 Christie Way,Concord,MA,01742,8/25/1968,Visa,4556539929325220,10/2011
657-05-7263,female,Elsa,R,Lynch,1546 Still Pastures Drive,North Sumter,SC,29150,5/17/1943,Visa,4485662711654155,12/2011
603-76-3170,female,Brenda,J,Acevedo,3174 Liberty Avenue,Anaheim,CA,92805,2/4/1984,Visa,4716146844616258,11/2012
203-38-5061,male,Joseph,K,Snyder,1209 Coal Street,Philipsburg,PA,16866,6/27/1946,Visa,4716082777808150,8/2013
362-98-4618,male,Mack,S,Johnson,596 Elk Avenue,Lansing,MI,48933,2/25/1970,Visa,4916847104917264,5/2014
477-56-5474,female,Daisy,M,Fragoso,2536 Hillcrest Circle,Golden Valley,MN,55427,7/16/1972,MasterCard,5567104353817889,4/2015
760-01-6308,female,Carla,J,Hansen,3484 Chenoweth Drive,Nashville,TN,37211,9/22/1985,Visa,4539312943311069,5/2014
112-66-8888,female,Melody,D,Rosales,3979 Farnum Road,New York,NY,10011,8/1/1936,MasterCard,5394886100730469,6/2014
032-74-3594,female,Geraldine,P,Rhodes,904 Hampton Meadows,Haverhill,MA,01830,3/31/1932,MasterCard,5452355096930581,7/2011
607-41-7456,male,William,H,Sauceda,958 Locust Court,Los Angeles,CA,90017,4/8/1936,MasterCard,5106401668648597,4/2015
472-38-2017,male,Gerald,D,Conger,1789 Sugar Camp Road,Redwood Falls,MN,56283,9/6/1949,MasterCard,5289297345911278,1/2011
677-01-0245,female,Trina,W,Thompson,3847 Barrington Court,Pine Bluff,AR,71602,11/30/1970,Visa,4916268440455143,2/2015
287-30-9487,male,Jeffrey,B,Otto,4142 Stonecoal Road,Oakwood,OH,45873,8/19/1951,Visa,4916006059350514,3/2014
546-81-5599,female,Joann,H,Shirey,2756 Angie Drive,Los Angeles,CA,90017,6/22/1939,MasterCard,5115023138644649,9/2015
116-82-1621,female,Wilma,D,Guzman,3442 Hoffman Avenue,Brooklyn,NY,11206,5/17/1988,MasterCard,5435251831342582,11/2011
540-21-6349,male,Brian,R,Scott,2768 Haymond Rocks Road,Eugene,OR,97401,4/21/1984,Visa,4485981252168726,6/2012
439-15-5162,female,Laura,R,Johnson,4694 Hillside Drive,Opelousas,LA,70570,6/1/1948,Visa,4929500608829346,12/2012
651-01-2736,female,Isabel,J,Holland,3765 Shobe Lane,Denver,CO,80202,6/11/1969,MasterCard,5455962973572993,10/2011
160-42-2660,male,Jose,D,Vanhoose,1197 Linda Street,Newark,PA,19714,10/2/1952,Visa,4916712550168939,10/2013
247-35-6011,male,Allen,N,Balls,1635 Broadway Street,Cottageville,SC,29435,11/28/1940,Visa,4916940521291767,3/2013
268-18-8636,male,James,D,Miller,585 Bombardier Way,Saint Clairsville,OH,43950,5/29/1945,MasterCard,5368649888446415,9/2015
770-30-9613,male,Michael,S,Desmarais,4982 Rhapsody Street,Gainesville,FL,32601,1/8/1988,MasterCard,5247967524320035,12/2015
317-60-4280,male,Jessie,A,Williams,2501 Clay Street,Indianapolis,IN,46225,3/13/1951,Visa,4485847355251810,3/2013
344-16-7795,female,Jean,E,Hayes,2902 Pringle Drive,Chicago,IL,60605,9/19/1959,Visa,4916131308136272,8/2014
027-54-0773,male,Ronald,D,Harman,2763 C Street,Boston,MA,02110,6/10/1955,Visa,4916985100815692,1/2015
434-45-5770,male,David,I,Smith,337 Eva Pearl Street,Baton Rouge,LA,70719,1/10/1985,Visa,4556160559088192,8/2015
769-42-1674,male,Gregory,M,Leal,3754 Monroe Avenue,Tampa,FL,33610,7/2/1976,Visa,4556218591788896,11/2013
595-60-3570,male,Christopher,N,Delacruz,432 Melm Street,Lake City,FL,32055,10/25/1982,MasterCard,5376644848965513,3/2015
144-12-8677,female,Joyce,D,Evans,4595 Lincoln Street,Hightstown,NJ,08520,3/7/1968,Visa,4532554388340932,11/2015
002-72-3076,female,Jessica,W,Abrego,4309 Peck Street,North Stratford,NH,03590,8/15/1940,MasterCard,5552825218758846,5/2014
